skill_name,job_count,skill_demand_percent,skill_category
Communication,896,16.54357459379616,soft
Stakeholder,528,9.748892171344165,soft
Power BI,304,5.612998522895126,tool
SQL,264,4.874446085672083,technical
Machine Learning,196,3.61890694239291,technical
Excel,128,2.363367799113737,tool
Python,32,0.5908419497784343,technical
Tableau,32,0.5908419497784343,tool
Statistics,20,0.3692762186115214,technical
R,20,0.3692762186115214,technical
